,seed,val_acc,test_acc
0,0,0.8861788617886179,0.8790322580645161
1,1,0.8943089430894309,0.8951612903225806
2,2,0.991869918699187,0.9919354838709677
3,3,0.926829268292683,0.967741935483871
4,4,0.926829268292683,0.9596774193548387
5,5,0.9024390243902439,0.9596774193548387
6,6,0.8780487804878049,0.8951612903225806
7,7,0.926829268292683,0.9596774193548387
8,8,0.926829268292683,0.9596774193548387
9,9,0.9024390243902439,0.8870967741935484
