,seed,val_acc,test_acc
0,0,1.0,0.9428571428571428
1,1,0.8857142857142857,0.8571428571428571
2,2,1.0,0.9285714285714286
3,3,0.9285714285714286,0.9571428571428572
4,4,0.9857142857142858,0.9714285714285714
5,5,0.9857142857142858,0.9428571428571428
6,6,0.9571428571428572,0.9714285714285714
7,7,0.8714285714285714,0.8285714285714286
8,8,1.0,0.9571428571428572
9,9,0.9857142857142858,0.9571428571428572
