,seed,val_acc,test_acc
0,0,1.0,1.0
1,1,0.57,0.48
2,2,0.99,1.0
3,3,0.53,0.46
4,4,1.0,1.0
5,5,0.56,0.47
6,6,1.0,1.0
7,7,1.0,1.0
8,8,0.99,0.99
9,9,1.0,1.0
