,seed,val_acc,test_acc
0,0,0.98,1.0
1,1,0.98,0.98
2,2,0.98,0.99
3,3,0.99,0.99
4,4,0.96,0.99
5,5,0.97,0.98
6,6,1.0,0.97
7,7,1.0,0.99
8,8,0.99,1.0
9,9,1.0,0.99
