,seed,val_acc,test_acc
0,0,0.5,0.56
1,1,0.51,0.47
2,2,1.0,1.0
3,3,1.0,1.0
4,4,0.48,0.46
5,5,1.0,1.0
6,6,0.58,0.46
7,7,1.0,1.0
8,8,0.56,0.44
9,9,1.0,1.0
