,seed,val_acc,test_acc
0,0,0.95,0.94
1,1,0.5,0.49
2,2,1.0,1.0
3,3,1.0,1.0
4,4,0.51,0.51
5,5,0.94,0.96
6,6,0.83,0.94
7,7,0.98,0.97
8,8,0.56,0.44
9,9,1.0,1.0
