,seed,val_acc,test_acc
0,0,1.0,1.0
1,1,0.55,0.5
2,2,0.55,0.62
3,3,1.0,1.0
4,4,1.0,1.0
5,5,1.0,1.0
6,6,0.59,0.6
7,7,0.53,0.46
8,8,1.0,1.0
9,9,1.0,1.0
