,seed,val_acc,test_acc
0,0,0.99,1.0
1,1,0.56,0.48
2,2,0.58,0.55
3,3,0.51,0.49
4,4,1.0,1.0
5,5,0.47,0.55
6,6,1.0,0.99
7,7,1.0,1.0
8,8,0.98,0.99
9,9,1.0,1.0
