,seed,val_acc,test_acc
0,0,1.0,0.98
1,1,0.49,0.52
2,2,0.99,1.0
3,3,0.8,0.84
4,4,0.52,0.49
5,5,0.98,0.93
6,6,0.98,1.0
7,7,0.98,0.99
8,8,0.56,0.44
9,9,0.94,0.92
