,seed,val_acc,test_acc
0,0,0.7785888077858881,0.7664233576642335
1,1,0.754257907542579,0.7785888077858881
2,2,0.7907542579075426,0.781021897810219
3,3,0.8004866180048662,0.7737226277372263
4,4,0.7883211678832117,0.7858880778588808
5,5,0.7980535279805353,0.805352798053528
6,6,0.7518248175182481,0.7956204379562044
7,7,0.8126520681265207,0.8126520681265207
8,8,0.7883211678832117,0.7785888077858881
9,9,0.8223844282238443,0.8102189781021898
