,seed,val_acc,test_acc
0,0,1.0,1.0
1,1,1.0,1.0
2,2,0.6,0.57
3,3,1.0,1.0
4,4,1.0,1.0
5,5,1.0,1.0
6,6,0.53,0.47
7,7,1.0,1.0
8,8,0.52,0.5
9,9,1.0,1.0
