,seed,val_acc,test_acc
0,0,0.8288288288288288,0.7678571428571429
1,1,0.7837837837837838,0.7321428571428571
2,2,0.7477477477477478,0.7321428571428571
3,3,0.7477477477477478,0.7589285714285714
4,4,0.7387387387387387,0.6875
5,5,0.8018018018018018,0.7321428571428571
6,6,0.7207207207207207,0.7767857142857143
7,7,0.7477477477477478,0.7142857142857143
8,8,0.7387387387387387,0.7053571428571429
9,9,0.7747747747747747,0.6428571428571429
