,seed,val_acc,test_acc
0,0,0.5,0.5
1,1,0.93,0.97
2,2,0.53,0.47
3,3,0.91,0.96
4,4,0.97,0.96
5,5,0.51,0.49
6,6,0.98,0.98
7,7,0.96,0.97
8,8,0.99,1.0
9,9,1.0,0.98
