,seed,val_acc,test_acc
0,0,0.9857142857142858,0.9571428571428572
1,1,1.0,0.9714285714285714
2,2,0.9857142857142858,0.9571428571428572
3,3,1.0,0.9714285714285714
4,4,0.9857142857142858,0.9571428571428572
5,5,1.0,1.0
6,6,1.0,1.0
7,7,0.9714285714285714,0.9571428571428572
8,8,0.9857142857142858,0.9571428571428572
9,9,0.9857142857142858,0.9571428571428572
